Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Action,Metal Gear Solid 3: Snake Eater,PS2,Konami Digital Entertainment,2004,0,4.23,0.83,1.46,1.93,266
Platform,Daxter,PSP,Sony Computer Entertainment,2006,1.02,4.22,0,2.45,0.75,267
Strategy,Warcraft II: Tides of Darkness,PC,Activision,1995,2.27,4.21,0,1.7,0.23,268
Action,The Legend of Zelda: Ocarina of Time,3DS,Nintendo,2011,1.27,4.21,0.62,2.03,0.3,269
Sports,FIFA Soccer 06,PS2,Electronic Arts,2005,2.55,4.21,0.04,0.78,0.84,270
Misc,EyeToy Play,PS2,Sony Computer Entertainment,2003,2.3,4.2,0.2,0.88,0.83,271
Shooter,Uncharted 4: A Thief's End,PS4,Sony Computer Entertainment,2016,2.07,4.2,0.18,1.3,0.65,272
Racing,Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment,2007,1.83,4.2,0.57,1.28,0.53,273
Action,Assassin's Creed: Revelations,X360,Ubisoft,2011,1.47,4.19,0.04,2.25,0.43,274
Fighting,Street Fighter IV,PS3,Capcom,2009,1.06,4.19,0.58,2.02,0.53,275
Sports,FIFA 12,X360,Electronic Arts,2011,2.79,4.19,0.02,0.84,0.53,276
Action,Teenage Mutant Ninja Turtles,NES,Palcom,1989,0.44,4.17,0.31,3.38,0.04,277
Racing,Excitebike,NES,Nintendo,1984,0.48,4.16,1.57,2.04,0.07,278
Action,Frogger,PS,Hasbro Interactive,1997,0.27,4.16,0,3.79,0.11,279
Sports,Madden NFL 2003,PS2,Electronic Arts,2002,0.21,4.14,0.01,3.36,0.56,280
Action,Watch Dogs,PS4,Ubisoft,2014,1.86,4.14,0.11,1.4,0.77,281
Shooter,Half-Life,PC,Vivendi Games,1997,0,4.12,0.09,4.03,0,282
Platform,Super Mario World 2: Yoshi's Island,SNES,Nintendo,1995,0.61,4.12,1.76,1.65,0.09,283
Sports,FIFA Soccer 07,PS2,Electronic Arts,2006,2.48,4.11,0.03,0.71,0.89,284
Action,The Legend of Zelda: Skyward Sword,Wii,Nintendo,2011,1.2,4.1,0.37,2.14,0.4,285
Fighting,Street Fighter II Turbo,SNES,Capcom,1992,0.51,4.1,2.1,1.42,0.07,286
Misc,Carnival Games,Wii,Take-Two Interactive,2007,1.5,4.1,0.05,2.13,0.42,287
Role-Playing,Fallout 4,XOne,Bethesda Softworks,2015,1.26,4.09,0.01,2.45,0.37,288
Role-Playing,World of Warcraft: The Burning Crusade,PC,Activision,2007,1.52,4.09,0,2.57,0,289
Role-Playing,Fallout: New Vegas,X360,Bethesda Softworks,2010,1.06,4.08,0.04,2.65,0.33,290
Action,God of War II,PS2,Sony Computer Entertainment,2007,0.04,4.07,0.04,2.32,1.67,291
Racing,Forza Motorsport 2,X360,Microsoft Game Studios,2007,1.28,4.06,0.03,2.35,0.41,292
Sports,World Soccer Winning Eleven 9,PS2,Konami Digital Entertainment,2005,2.26,4.06,0.9,0.12,0.77,293
Misc,Namco Museum Vol.3,PS,Sony Computer Entertainment,1996,1.55,4.05,0.16,2.28,0.06,294
Fighting,Tekken Tag Tournament,PS2,Namco Bandai Games,2000,1.51,4.05,0.51,1.68,0.35,295
Shooter,Far Cry 4,PS4,Ubisoft,2014,2.12,4.03,0.1,1.12,0.69,296
Shooter,Star Fox 64,N64,Nintendo,1997,0.58,4.03,0.64,2.78,0.04,297
Misc,Minecraft,PS4,Sony Computer Entertainment Europe,2014,1.87,4.02,0.12,1.38,0.65,298
Sports,Golf,NES,Nintendo,1984,0.28,4.01,2.46,1.22,0.04,299
Role-Playing,Fallout 3,PS3,Bethesda Softworks,2008,1.2,4.01,0.07,2.15,0.59,300
Puzzle,Professor Layton and the Diabolical Box,DS,Nintendo,2007,1.78,4,0.92,0.92,0.37,301
Shooter,Left 4 Dead 2,X360,Electronic Arts,2009,0.89,3.99,0.05,2.67,0.37,302
Misc,Namco Museum: 50th Anniversary,PS2,Namco Bandai Games,2005,1.35,3.98,0,2.08,0.54,303
Sports,EA Sports Active,Wii,Electronic Arts,2009,1.36,3.92,0.06,2.1,0.4,304
Action,Assassin's Creed: Unity,PS4,Ubisoft,2014,1.96,3.92,0.08,1.18,0.7,305
Platform,Donkey Kong Land,GB,Nintendo,1994,0.76,3.91,1.07,1.97,0.11,306
Sports,Tony Hawk's Underground,PS2,Activision,2003,1.17,3.9,0.01,2.29,0.42,307
Action,Assassin's Creed IV: Black Flag,PS3,Ubisoft,2013,1.71,3.89,0.13,1.33,0.73,308
Role-Playing,Monster Hunter 4 Ultimate,3DS,Nintendo,2014,0.49,3.89,2.62,0.67,0.11,309
Racing,MotorStorm,PS3,Sony Computer Entertainment,2006,1.61,3.88,0.06,1.53,0.67,310
Role-Playing,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,2011,2.09,3.88,0,1.15,0.64,311
Fighting,Tekken 5,PS2,Namco Bandai Games,2005,1.94,3.87,0.31,0.93,0.7,312
Role-Playing,Dragon Warrior III,NES,Enix Corporation,1988,0,3.87,3.77,0.1,0,313
Sports,Sports Champions,PS3,Sony Computer Entertainment,2010,1.14,3.87,0.1,2.12,0.51,314
Sports,NBA 2K16,PS4,Take-Two Interactive,2015,0.65,3.85,0.03,2.48,0.69,315
Sports,World Soccer Winning Eleven 8 International,PS2,Konami Digital Entertainment,2004,1.89,3.85,1.12,0.16,0.68,316
Misc,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo,2007,1.57,3.84,1.05,0.87,0.35,317
Misc,Namco Museum Vol.1,PS,Sony Computer Entertainment,1995,1.44,3.84,0.22,2.12,0.06,318
Action,The Legend of Zelda: Link's Awakening,GB,Nintendo,1992,0.96,3.83,0.54,2.21,0.13,319
Role-Playing,Mario & Luigi: Bowser's Inside Story,DS,Nintendo,2009,0.48,3.83,0.81,2.26,0.27,320
Misc,Big Brain Academy: Wii Degree,Wii,Nintendo,2007,1.93,3.82,0.41,1.06,0.43,321
Simulation,Nintendogs + cats,3DS,Nintendo,2011,1.37,3.81,0.73,1.44,0.27,322
Action,Batman: Arkham Knight,PS4,Warner Bros. Interactive Entertainment,2015,1.58,3.79,0.1,1.49,0.61,323
Sports,Mario & Sonic at the London 2012 Olympic Games,Wii,Sega,2011,1.91,3.78,0.27,1.14,0.46,324
Action,LEGO Indiana Jones: The Original Adventures,X360,Activision,2008,1.03,3.78,0,2.4,0.36,325
Action,Resident Evil Director's Cut,PS,Virgin Interactive,1996,1.24,3.77,0.47,1.82,0.25,326
Platform,Ratchet & Clank: Size Matters,PSP,Sony Computer Entertainment,2007,1.4,3.77,0.1,1.4,0.87,327
Misc,Just Dance 2014,Wii,Ubisoft,2013,1.47,3.76,0,1.98,0.32,328
Simulation,The Sims: Unleashed,PC,Electronic Arts,2002,1.56,3.76,0,2.03,0.17,329
Platform,Super Paper Mario,Wii,Nintendo,2007,0.88,3.76,0.59,1.98,0.32,330
Action,Harry Potter and the Sorcerer's Stone,PS,Electronic Arts,2001,2,3.73,0.14,1.37,0.22,331
Role-Playing,The Witcher 3: Wild Hunt,PS4,Namco Bandai Games,2015,2,3.73,0.21,0.96,0.56,332
Action,Resident Evil 3: Nemesis,PS,Eidos Interactive,1999,0.77,3.72,1.54,1.3,0.11,333
Platform,Spyro: Year of the Dragon,PS,Sony Computer Entertainment,2000,1.58,3.71,0,1.93,0.19,334
Sports,FIFA Soccer 2005,PS2,Electronic Arts,2004,2.48,3.7,0.04,0.58,0.59,335
Strategy,Pokémon Trading Card Game,GB,Nintendo,1998,0.73,3.7,1.38,1.49,0.1,336
Shooter,Battlefield 4,PS3,Electronic Arts,2013,1.51,3.69,0.27,1.3,0.61,337
Simulation,MySims,DS,Electronic Arts,2007,1.61,3.69,0.08,1.59,0.41,338
Misc,Friend Collection,DS,Nintendo,2009,0,3.67,3.67,0,0,339
Sports,Tony Hawk's Pro Skater 4,PS2,Activision,2002,1.18,3.67,0.01,2.13,0.35,340
Racing,Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,2005,1.22,3.66,0,1.65,0.79,341
Platform,Banjo-Kazooie,N64,Nintendo,1998,1.13,3.65,0.55,1.87,0.1,342
Shooter,SOCOM: U.S. Navy SEALs,PS2,Sony Computer Entertainment,2002,0.81,3.65,0.06,2.53,0.24,343
Misc,Guitar Hero: World Tour,Wii,Activision,2008,0.97,3.65,0,2.33,0.35,344
Racing,Gran Turismo 6,PS3,Sony Computer Entertainment,2013,1.8,3.64,0.4,0.71,0.74,345
Platform,Jak and Daxter: The Precursor Legacy,PS2,Sony Computer Entertainment,2001,1.09,3.64,0.15,2.08,0.33,346
Simulation,Pokemon Snap,N64,Nintendo,1999,0.68,3.63,0.66,2.23,0.06,347
Sports,FIFA Soccer 10,PS3,Electronic Arts,2009,2.46,3.63,0.05,0.6,0.52,348
Sports,Pro Evolution Soccer 2008,PS2,Konami Digital Entertainment,2007,0,3.63,0.64,0.05,2.93,349
Shooter,Call of Duty: Ghosts,PS4,Activision,2013,1.42,3.63,0.05,1.78,0.38,350
Action,Resident Evil 4,PS2,Capcom,2005,0.83,3.62,0.46,2.08,0.25,351
Shooter,Tom Clancy's The Division,PS4,Ubisoft,2016,1.61,3.61,0.15,1.28,0.57,352
Shooter,Star Wars: Battlefront,PS2,LucasArts,2004,1.22,3.61,0.03,1.93,0.44,353
Shooter,Doom II: Hell on Earth,PC,Virgin Interactive,1994,1.4,3.61,0,2.05,0.16,354
Racing,The Simpsons: Road Rage,PS2,Electronic Arts,2001,1.17,3.61,0,2.02,0.42,355
Simulation,Cooking Mama 2: Dinner With Friends,DS,505 Games,2007,1.5,3.61,0.1,1.61,0.39,356
Action,Luigi's Mansion,GC,Nintendo,2001,0.67,3.6,0.46,2.38,0.1,357
Shooter,Star Wars: Battlefront II,PS2,LucasArts,2005,1.02,3.59,0.03,2.18,0.37,358
Fighting,WWF SmackDown!,PS,THQ,2000,1.35,3.58,0.06,2.01,0.16,359
Platform,Croc: Legend of the Gobbos,PS,Fox Interactive,1997,1.79,3.56,0,1.57,0.2,360
Action,Grand Theft Auto: Liberty City Stories,PS2,Take-Two Interactive,2006,1.4,3.54,0.07,1.56,0.5,361
Action,The Getaway,PS2,Sony Computer Entertainment,2002,1.77,3.54,0.05,1.23,0.49,362
Action,Tomb Raider III: Adventures of Lara Croft,PS,Eidos Interactive,1997,1.58,3.54,0.12,1.66,0.18,363
Shooter,James Bond 007: Agent Under Fire,PS2,Electronic Arts,2001,1.13,3.53,0.1,1.9,0.41,364
Action,LEGO Star Wars: The Video Game,PS2,Eidos Interactive,2005,1.14,3.53,0.01,1.98,0.41,365
Shooter,Battlefield 4,X360,Electronic Arts,2013,1.08,3.53,0.02,2.14,0.29,366
Sports,FIFA Soccer 11,X360,Electronic Arts,2010,2.4,3.53,0.02,0.71,0.4,367
Action,Rugrats in Paris: The Movie,PS,THQ,2000,1.33,3.52,0,1.96,0.23,368
Platform,Spyro 2: Ripto's Rage!,PS,Sony Computer Entertainment,1999,1.21,3.52,0.01,2.14,0.17,369
Shooter,Left 4 Dead,X360,Electronic Arts,2008,0.5,3.52,0.05,2.66,0.3,370
Sports,Mario & Sonic at the Olympic Winter Games,DS,Sega,2009,1.66,3.52,0.27,1.22,0.38,371
Action,Resident Evil 5,X360,Capcom,2009,0.94,3.51,0.12,2.11,0.34,372
Platform,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,Nintendo,1996,0.5,3.51,1.75,1.17,0.08,373
Action,Assassin's Creed: Brotherhood,X360,Ubisoft,2010,0.39,3.5,0.03,2.84,0.24,374
Action,Kung Fu,NES,Nintendo,1985,0.38,3.5,1.42,1.64,0.06,375
Action,Batman: Arkham Asylum,X360,Eidos Interactive,2009,0.97,3.5,0.02,2.2,0.31,376
Misc,Clubhouse Games,DS,Nintendo,2006,1.83,3.5,0.73,0.59,0.35,377
Sports,FIFA Soccer 2004,PS2,Electronic Arts,,2.36,3.49,0.04,0.59,0.51,378
Shooter,Star Wars Battlefront (2015),XOne,Electronic Arts,2015,1.22,3.49,0.02,1.94,0.31,379
Shooter,Battlefield: Bad Company 2,X360,Electronic Arts,2010,1.02,3.48,0.04,2.09,0.32,380
Misc,Guitar Hero: On Tour,DS,Activision,2008,1.01,3.48,0.01,2.11,0.35,381
Action,Assassin's Creed: Unity,XOne,Ubisoft,2014,0.89,3.46,0,2.26,0.3,382
Shooter,Far Cry 3,PS3,Ubisoft,2012,1.75,3.45,0.1,0.88,0.72,383
Role-Playing,Monster Hunter 4,3DS,Capcom,2013,0,3.44,3.44,0,0,384
Shooter,Borderlands,X360,Take-Two Interactive,2009,0.73,3.44,0.03,2.39,0.29,385
Fighting,Tekken 4,PS2,Namco Bandai Games,2002,1.27,3.44,0.33,1.55,0.29,386
Shooter,Battlefield 4,PS4,Electronic Arts,2013,1.54,3.43,0.17,1.34,0.38,387
Platform,LittleBigPlanet 2,PS3,Sony Computer Entertainment,2011,1.07,3.42,0.06,1.82,0.47,388
Action,Grand Theft Auto 2,PS,Take-Two Interactive,1998,2.07,3.42,0,1.13,0.22,389
Role-Playing,Final Fantasy III,SNES,SquareSoft,1994,0,3.42,2.55,0.86,0.02,390
Action,Spider-Man 2,PS2,Activision,2004,1.2,3.41,0.02,1.75,0.43,391
Racing,F-1 Race,GB,Nintendo,1990,0.69,3.41,0.59,1.73,0.4,392
Sports,FIFA Soccer 2003,PS2,Electronic Arts,2002,2.28,3.4,0.05,0.46,0.61,393
Misc,Crash Bash,PS,Sony Computer Entertainment,2000,1.47,3.39,0.19,1.56,0.17,394
Action,LEGO Batman: The Videogame,X360,Warner Bros. Interactive Entertainment,2008,1.03,3.38,0,2.03,0.32,395
Action,Metal Gear Solid V: The Phantom Pain,PS4,Konami Digital Entertainment,2015,1.35,3.38,0.48,1.08,0.47,396
Action,The Legend of Zelda: Spirit Tracks,DS,Nintendo,2009,0.94,3.38,0.74,1.43,0.27,397
Fighting,WWF War Zone,PS,Acclaim Entertainment,1998,0.76,3.36,0,2.47,0.13,398
Action,The Legend of Zelda: Majora's Mask,N64,Nintendo,2000,0.67,3.36,0.73,1.9,0.06,399
Puzzle,Professor Layton and the Unwound Future,DS,Nintendo,2008,1.61,3.36,0.82,0.65,0.28,400
Adventure,Rugrats: Search For Reptar,PS,THQ,1998,1.53,3.34,0,1.63,0.18,401
Action,Assassin's Creed IV: Black Flag,X360,Ubisoft,2013,1.14,3.34,0.01,1.9,0.29,402
Misc,English Training: Have Fun Improving Your Skills!,DS,Nintendo,2006,0.99,3.33,2.32,0,0.02,403
Shooter,James Bond 007: Nightfire,PS2,Electronic Arts,2002,1.29,3.33,0.12,1.45,0.46,404
Platform,Ratchet & Clank,PS2,Sony Computer Entertainment,2002,1.01,3.33,0.57,1.44,0.3,405
Misc,Mario Party 9,Wii,Nintendo,2012,1.17,3.32,0.76,1.15,0.24,406
Action,Star Wars Episode III: Revenge of the Sith,PS2,LucasArts,2005,1.39,3.32,0.03,1.47,0.43,407
Shooter,Max Payne,PS2,Take-Two Interactive,2001,1.05,3.31,0.05,1.99,0.22,408
Action,The Lord of the Rings: The Return of the King,PS2,Electronic Arts,2003,1.28,3.28,0.05,1.5,0.46,409
Action,Assassin's Creed Syndicate,PS4,Ubisoft,2015,1.92,3.28,0.06,0.8,0.5,410
Shooter,Destiny,XOne,Activision,2014,0.92,3.28,0,2.13,0.23,411
Action,True Crime: Streets of LA,PS2,Activision,2003,1.05,3.27,0.02,1.89,0.31,412
Misc,Wii Music,Wii,Nintendo,2008,1.13,3.27,0.46,1.36,0.32,413
Racing,Gran Turismo (PSP),PSP,Sony Computer Entertainment,2009,1.59,3.27,0.31,0.5,0.87,414
Action,Monster Hunter X,3DS,Capcom,2015,0.19,3.26,2.78,0.25,0.04,415
Fighting,Tekken,PS,Sony Computer Entertainment,1995,1.3,3.24,0.77,0.95,0.22,416
Sports,FIFA 16,XOne,Electronic Arts,2015,2.11,3.23,0,0.88,0.23,417
Adventure,L.A. Noire,PS3,Take-Two Interactive,2011,1.33,3.23,0.12,1.27,0.51,418
Sports,Madden NFL 16,PS4,Electronic Arts,2015,0.3,3.22,0,2.33,0.59,419
Role-Playing,Yokai Watch 2 Ganso/Honke,3DS,Nintendo,2014,0,3.22,3.18,0.03,0,420
Shooter,007: Tomorrow Never Dies,PS,Electronic Arts,1999,1.33,3.21,0,1.72,0.16,421
Sports,Baseball,NES,Nintendo,1983,0.1,3.2,2.35,0.73,0.02,422
Fighting,Killer Instinct,SNES,Nintendo,1995,0.72,3.2,0.12,2.26,0.1,423
Fighting,WWF SmackDown! 2: Know Your Role,PS,THQ,2000,1.21,3.2,0.07,1.76,0.16,424
Role-Playing,Crisis Core: Final Fantasy VII,PSP,Square Enix,2007,0.6,3.19,0.8,1.35,0.44,425
Action,God of War: Chains of Olympus,PSP,Sony Computer Entertainment,2008,1.01,3.19,0.04,1.48,0.66,426
Role-Playing,Dragon Quest VI: Maboroshi no Daichi,SNES,Enix Corporation,1995,0,3.19,3.19,0,0,427
Misc,Dance Central,X360,MTV Games,2010,0.77,3.19,0.01,2.15,0.26,428
Action,Enter the Matrix,PS2,Atari,2003,1.12,3.18,0.09,1.78,0.19,429
Platform,Super Mario Maker,WiiU,Nintendo,2015,0.87,3.18,0.93,1.18,0.2,430
Role-Playing,Fallout: New Vegas,PS3,Bethesda Softworks,2010,1.08,3.17,0.1,1.52,0.47,431
Action,LEGO Batman: The Videogame,Wii,Warner Bros. Interactive Entertainment,,1.02,3.17,0,1.86,0.29,432
Misc,Rhythm Heaven,DS,Nintendo,2008,0.51,3.17,1.93,0.58,0.14,433
Simulation,Ace Combat 04: Shattered Skies,PS2,Sony Computer Entertainment Europe,2001,0.56,3.17,0.38,2.06,0.17,434
Adventure,Club Penguin: Elite Penguin Force,DS,Disney Interactive Studios,2008,0.98,3.16,0,1.88,0.3,435
Simulation,Animal Crossing,GC,Nintendo,2001,0.16,3.15,0.99,1.92,0.09,436
Action,LEGO Batman: The Videogame,DS,Warner Bros. Interactive Entertainment,2008,1.06,3.15,0,1.79,0.29,437
Platform,Sonic Rush,DS,Sega,2005,1.57,3.15,0.06,1.22,0.29,438
Shooter,Resident Evil 6,PS3,Capcom,2012,0.97,3.15,0.88,0.88,0.42,439
Shooter,Halo: The Master Chief Collection,XOne,Microsoft Game Studios,2014,0.99,3.15,0.03,1.89,0.24,440
Sports,FIFA Soccer 08,PS2,Electronic Arts,2007,0,3.14,0,0.68,2.46,441
Action,Spider-Man,PS,Activision,2000,1.25,3.13,0.02,1.7,0.16,442
Racing,Need for Speed III: Hot Pursuit,PS,Electronic Arts,1998,0.86,3.12,0,2.14,0.13,443
Racing,Star Wars Episode I Racer,N64,Nintendo,1999,0.62,3.12,0.14,2.31,0.04,444
Misc,Personal Trainer: Cooking,DS,Nintendo,2006,1,3.12,1.03,0.91,0.17,445
Role-Playing,The Elder Scrolls IV: Oblivion,PS3,Ubisoft,2007,0.87,3.12,0.14,1.69,0.42,446
Role-Playing,Dragon Warrior IV,NES,Enix Corporation,1990,0,3.12,3.03,0.08,0.01,447
Adventure,Heavy Rain,PS3,Sony Computer Entertainment,2010,1.27,3.12,0.06,1.29,0.5,448
Role-Playing,Mass Effect 2,X360,Electronic Arts,2010,0.82,3.11,0.03,1.99,0.27,449
Sports,FIFA 15,X360,Electronic Arts,2014,2.02,3.11,0,0.78,0.3,450
Fighting,Dragon Ball Z: Budokai,PS2,Atari,2002,0.28,3.09,0.55,2.17,0.08,451
Sports,Madden NFL 2002,PS2,Electronic Arts,2001,0.16,3.08,0.01,2.5,0.42,452
Sports,World Class Track Meet,NES,Namco Bandai Games,1986,0.45,3.08,0.64,1.92,0.07,453
Shooter,Borderlands 2,X360,Take-Two Interactive,2012,0.91,3.07,0.04,1.89,0.24,454
Action,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo,2013,0.99,3.07,0.46,1.4,0.22,455
Platform,Donkey Kong,GB,Nintendo,1994,0.62,3.07,0.55,1.57,0.34,456
Simulation,The Sims: Vacation,PC,Electronic Arts,2002,1.21,3.07,0,1.72,0.14,457
Role-Playing,Mass Effect 3,X360,Electronic Arts,2012,0.86,3.07,0.03,1.94,0.24,458
Action,Kung Fu Panda,X360,Activision,2008,0.84,3.05,0,1.91,0.29,459
Shooter,Far Cry 3,X360,Ubisoft,2012,1.35,3.04,0.02,1.38,0.28,460
Platform,Epic Mickey,Wii,Disney Interactive Studios,2010,0.64,3.04,0.12,2.06,0.22,461
Action,Saints Row 2,X360,THQ,2008,0.8,3.03,0.02,1.94,0.27,462
Platform,Rayman,PS,Ubisoft,1995,1.33,3.03,0,1.54,0.16,463
Shooter,Killzone 2,PS3,Sony Computer Entertainment,2009,1.07,3.02,0.08,1.4,0.47,464
Action,Tom Clancy's Splinter Cell,XB,Ubisoft,2002,1.04,3.02,0,1.85,0.13,465
Fighting,Mike Tyson's Punch-Out!!,NES,Nintendo,1987,0.47,3.02,0.45,2.03,0.07,466
Sports,WWE SmackDown! Shut Your Mouth,PS2,THQ,2002,1.13,3.02,0.07,1.45,0.38,467
Shooter,Gears of War: Ultimate Edition,XOne,Microsoft Game Studios,2015,0.32,3,0,2.38,0.31,468
Sports,NBA 2K13,X360,Take-Two Interactive,2012,0.21,3,0.01,2.6,0.19,469
Fighting,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Atari,2007,0,3,0.76,1.15,1.09,470
Fighting,wwe Smackdown vs. Raw 2006,PS2,N/A,,1.02,3,0,1.57,0.41,471
Action,Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,2014,1.41,2.99,0.05,1.01,0.53,472
Shooter,Star Fox,SNES,Nintendo,1993,0.51,2.99,0.8,1.61,0.07,473
Misc,The Sims: Livin Large,PC,Electronic Arts,2000,1.18,2.99,0,1.67,0.13,474
Sports,World Soccer Winning Eleven 6 International,PS2,Konami Digital Entertainment,2002,1.26,2.99,1.16,0.12,0.45,475
Action,Devil May Cry,PS2,Capcom,2001,0.86,2.99,0.64,1.36,0.13,476
Simulation,Animal Crossing: Happy Home Designer,3DS,Nintendo,2015,1,2.98,1.39,0.47,0.12,477
Shooter,Battlefield: Bad Company 2,PS3,Electronic Arts,2010,1.12,2.97,0.08,1.33,0.45,478
Simulation,The Sims 4,PC,Electronic Arts,2014,1.72,2.97,0,0.96,0.29,479
Role-Playing,Star Wars: The Old Republic,PC,Electronic Arts,2011,1.01,2.97,0,1.58,0.38,480
Platform,Sonic Heroes,PS2,Sega,2003,1.37,2.96,0.06,1.04,0.49,481
Platform,Kirby Super Star Ultra,DS,Nintendo,2008,0.04,2.96,1.19,1.57,0.15,482
Action,Hitman 2: Silent Assassin,PS2,Eidos Interactive,2002,1.15,2.96,0.04,1.36,0.41,483
Fighting,Street Fighter IV,X360,Capcom,2009,0.71,2.95,0.15,1.82,0.26,484
Racing,Wave Race 64,N64,Nintendo,1996,0.58,2.94,0.34,1.98,0.04,485
Shooter,SOCOM II: U.S. Navy SEALs,PS2,Sony Computer Entertainment,2003,0.51,2.94,0.06,2.22,0.15,486
Fighting,WWE SmackDown! vs. RAW 2006,PS2,THQ,2005,1.11,2.94,0.04,1.45,0.33,487
Action,inFAMOUS,PS3,Sony Computer Entertainment,2009,0.69,2.94,0.12,1.76,0.37,488
Puzzle,Pac-Man Collection,GBA,Atari,2001,0.77,2.94,0.05,2.07,0.05,489
Role-Playing,Mass Effect,X360,Microsoft Game Studios,2007,0.8,2.93,0.03,1.83,0.27,490
Puzzle,WarioWare: Smooth Moves,Wii,Nintendo,2006,1.06,2.92,0.73,0.87,0.26,491
Simulation,Cooking Mama: Cook Off,Wii,505 Games,2007,1.13,2.91,0.05,1.43,0.3,492
Platform,Super Mario World 2: Yoshi's Island,GBA,Nintendo,2002,0.45,2.91,0.62,1.75,0.09,493
Sports,FIFA 14,PS4,Electronic Arts,2013,1.85,2.9,0.11,0.61,0.33,494
Shooter,Titanfall,XOne,Electronic Arts,2014,0.8,2.9,0.04,1.84,0.22,495
Misc,Sonic Mega Collection Plus,PS2,Sega,2004,1.14,2.9,0,1.54,0.22,496
Sports,Sega Superstars Tennis,X360,Sega,2008,0.86,2.9,0,1.75,0.28,497
Sports,World Soccer Winning Eleven 7 International,PS2,Konami Digital Entertainment,2003,1.24,2.9,1.13,0.08,0.45,498
Racing,Need for Speed: Most Wanted,PS3,Electronic Arts,2012,1.51,2.89,0.06,0.71,0.61,499
Sports,Hot Shots Golf 3,PS2,Sony Computer Entertainment,2001,0.32,2.89,1.38,0.99,0.2,500
Shooter,Call of Duty: Finest Hour,PS2,Activision,2004,1.12,2.89,0.01,1.51,0.24,501
Sports,Zumba Fitness 2,Wii,Majesco Entertainment,2011,1.07,2.88,0,1.54,0.28,502
Shooter,Syphon Filter,PS,Sony Computer Entertainment,1999,0.72,2.88,0.02,2.03,0.11,503
Simulation,Imagine: Babyz,DS,Ubisoft,2007,1.27,2.88,0,1.3,0.31,504
Racing,Colin McRae Rally,PS,Codemasters,1998,2.43,2.87,0.12,0.09,0.22,505
Shooter,Call of Duty: Ghosts,XOne,Activision,2013,0.77,2.86,0,1.87,0.22,506
Sports,Madden NFL 13,X360,Electronic Arts,2012,0.16,2.86,0,2.53,0.17,507
Role-Playing,The Elder Scrolls III: Morrowind,XB,Ubisoft,2002,0.63,2.86,0.03,2.09,0.11,508
Fighting,Mortal Kombat,PS3,Warner Bros. Interactive Entertainment,2011,0.55,2.85,0,1.98,0.32,509
Racing,F-Zero,SNES,Nintendo,1990,0.51,2.85,0.89,1.37,0.07,510
Platform,Yoshi's Story,N64,Nintendo,1997,0.53,2.85,0.98,1.29,0.05,511
Strategy,Command & Conquer: Red Alert,PC,Virgin Interactive,1996,1.34,2.85,0,1.37,0.14,512
Action,Skylanders: Spyro's Adventure,Wii,Activision,2011,1.14,2.85,0,1.4,0.31,513
Sports,FIFA 16,PS3,Electronic Arts,2015,1.98,2.85,0.05,0.4,0.42,514
Action,Assassin's Creed: Brotherhood,PS3,Ubisoft,2010,0.57,2.84,0.11,1.87,0.3,515
Shooter,BioShock,X360,Take-Two Interactive,2007,0.86,2.83,0.05,1.65,0.28,516
Sports,Madden NFL 10,X360,Electronic Arts,2009,0.09,2.83,0,2.52,0.22,517
Shooter,Medal of Honor,PS3,Electronic Arts,2010,1.05,2.83,0.07,1.28,0.43,518
Fighting,WWE SmackDown! vs. Raw,PS2,THQ,2002,1.08,2.83,0.04,1.32,0.39,519
Shooter,Metroid Prime,GC,Nintendo,2002,0.67,2.82,0.1,1.96,0.09,520
Action,Finding Nemo,GBA,THQ,2003,1.05,2.82,0.04,1.59,0.14,521
Adventure,Myst,PC,Red Orb,1994,2.79,2.81,0,0.02,0,522
Racing,Need for Speed: Hot Pursuit,PS3,Electronic Arts,2010,1.25,2.81,0.03,1.05,0.48,523
Simulation,Imagine: Fashion Designer,DS,Ubisoft,2007,1.19,2.81,0,1.32,0.3,524
Fighting,WWE SmackDown! Here Comes the Pain,PS2,THQ,2003,1.06,2.8,0.04,1.32,0.38,525
Action,Star Wars: The Force Unleashed,X360,LucasArts,2008,0.8,2.8,0,1.74,0.26,526
Platform,Yoshi's Island DS,DS,Nintendo,2006,0.07,2.8,1.1,1.47,0.15,527
Sports,Hot Shots Golf,PS,Sony Computer Entertainment,1997,0.2,2.79,2.13,0.29,0.18,528
Shooter,Killzone 3,PS3,Sony Computer Entertainment,2011,0.88,2.79,0.09,1.45,0.38,529
Platform,A Bug's Life,PS,Sony Computer Entertainment,1998,0.72,2.79,0,1.96,0.11,530
Fighting,WWF SmackDown! Just Bring It,PS2,THQ,2001,1.15,2.79,0.04,1.19,0.41,531
